dummy	HIP1	BCL9	NFIB	MDM4	AXIN1	FANCG	RAD51L1	FANCA	TMPRSS2	SOCS1	PER1	SRGAP3	KLF4	SPOP	BUB1B	JAK2	NCOR1	MAF	SF3B1	PRDM1	FGFR1OP	BCL10	CHEK2	ABL1	EGFR	MYC	NRAS	HRAS	KRAS	PDGFB	COL1A1	TFRC	RAF1	ERBB2	NTRK1	TP53	RPN1	LCK	RB1	NPM1	TPM3	CSF1R	RET	MET	PDGFRB	MYB	AR	RARA	BCL2	PRKAR1A	KIT	BCR	PIM1	FGFR1	TOP1	CDK4	TPR	CDH1	BRAF	TCF3	GATA1	CREB1	PDGFRA	TSHR	ERCC2	ATF1	ERCC3	TFE3	WT1	BCL3	HNF1A	NF1	TNFAIP3	FGFR2	FGFR3	CBL	XPA	JAK1	PAX3	GATA2	GATA3	CCND1	APC	DDX6	DNMT1	ARNT	PIK3R1	ELK4	ERCC5	PML	PPP2R1A	CCND2	CCND3	SDC4	AKT1	CIITA	CTNNB1	NF2	FUS	DDIT3	NUP214	MYH11	BMPR1A	PPARG	BRCA1	VHL	MLH1	BCL6	STAT6	PIK3CA	EPS15	ABL2	WAS	CDKN2A	CDKN2C	MSH2	ETV4	SYK	NKX2-1	MAP2K4	NOTCH1	CEBPA	TSC2	ETV1	SMARCA4	BRCA2	GPC3	RAP1GDS1	JAK3	NUP98	BLM	PMS2	MLLT4	ELL	PTEN	IL2	B2M	YWHAE	PAFAH1B2	H3F3A	CDK6	FANCC	CLTC	NFKB2	MDM2	U2AF1	SET	SRSF2	RUNX1	XPC	EWSR1	POU5F1	PAX5	MAP2K1	NOTCH2	PTPN11	ITK	EP300	FOXO1	SMARCB1	RALGDS	MAP3K1	SKP2	ATM	IKZF1	NFATC2	SMAD4	BIRC3	PICALM	PTCH1	CBFB	WRN	EIF4A2	CASP8	NUMA1	PTPRK	IRF4	NCOA2	NCOA1	SMAD2	STK11	NTRK3	RNF43	CRTC1	BCOR	PALB2	MAML2	STAG2	NR4A3	TSC1	NDRG1	CREBBP	ERCC4	LPP	MED12	FBXW7	MKL1	CDX2	SMO	MYD88	SH3GL1	CARD11	FANCD2	FANCE	FANCF	TCF7L2	CYLD	ARHGEF12	CD274	MALT1	DAXX	SUFU	DICER1	HEY1	WIF1	DNMT3A	NCOA3
TCGA-AA-3522	1.47368	1.47368	1.47368	2.63439	1.67654	2.87636	2.87636	0.0	0.0	2.28695	-2.32643	0.0	-0.217475	1.47368	2.15861	0.00158254	-2.87876	-1.21322	-1.47368	2.68762	2.87636	-1.47368	-0.691719	3.47558	2.6878	7.85889	-2.4248	0.000866052	1.47368	-1.47367	3.4185	4.42423	0.768152	-2.93683	2.87636	2.85763	1.47368	0.1102	5.75739	5.33237	1.47368	-0.631815	-0.227784	2.8576	-0.911699	11.5747	-1.81705	-2.11074	-0.140066	2.87636	-1.16772	-2.87636	3.14215	0.0950361	-0.000835324	2.75868	1.47368	-1.82822	0.0848714	1.47368	2.68731	-0.55651	-0.123282	1.11664	-1.47368	3.1723	-2.87636	0.117074	0.949854	-2.87636	1.66373	-1.71608	-0.237152	-2.87636	-2.87512	-0.00444446	-0.0365474	0.753932	3.73453	4.21978	3.83293	-0.564597	0.563854	-1.47368	1.47368	2.96102	-2.85799	3.06539	0.168347	3.81524	-2.84491	3.88169	-0.415118	-0.00217799	0.0	2.43945	15.5512	-2.74714	1.47368	2.90763	0.341161	1.47368	1.47362	2.57978	-1.4334	1.51486	2.71423	3.80689	2.26101	1.47415	-0.205592	1.47368	-0.03597	1.43216	-0.776007	0.0	0.361055	-0.808469	2.91708	0.001063	0.0	-1.69871	1.15524	-0.58172	0.343402	5.12187	0.0	-1.47368	0.825132	1.47368	-2.87636	3.54457	0.344727	1.47368	0.084298	1.47369	-0.200049	-1.47368	-1.47368	-0.227783	0.65788	-0.227783	-1.09488	1.47368	3.19382	-0.460489	2.87636	0.657653	1.72038	0.0	-2.87636	1.61903	2.94311	1.71039	0.368387	0.00107614	0.277915	0.874176	1.496	-1.47368	3.22566	1.30396	5.92464	2.14183	-0.24442	-2.37367	-0.750555	1.70157	-1.51486	-0.448781	5.41397	2.87636	1.47368	-0.183873	0.00190603	0.0	2.10107	-0.20502	0.504781	1.77203	1.48973	-2.87636	5.39704	2.87636	9.64327e-17	2.87636	-1.51486	1.92865e-16	1.47368	1.47387	-1.85012	0.0	2.87636	0.0831705	3.20781	-2.75496	-1.49065	0.830089	0.263914	1.47368	1.47368	0.810817	3.46666	1.47368	2.87636	7.48619	-0.227783	-2.87636	1.47368	-1.47368	5.86108e-05	1.47225	3.26794	-0.0821651	1.35805	-0.227783	2.93962
TCGA-AA-A029	1.47335	-1.47368	1.47368	2.5387	-0.732633	2.87636	0.227783	0.227783	1.43834	-0.381737	-2.33708	-2.87636	1.89362	-2.87636	2.81734	0.00592383	-1.47128	-2.87615	0.0	0.794294	-1.47368	-2.87636	2.75334	2.75668	4.67094	6.22918	-2.40019	-0.00225871	2.87636	-1.47368	0.809037	4.12445	2.44913	-2.69472	-1.47368	2.61242	-1.47368	1.79118	-0.829423	4.12567	-1.47368	-3.00727	-2.87636	2.90854	-1.90723	4.81146	0.208172	-2.01303	-0.0491511	-1.47368	-1.4996	-1.47368	3.07556	0.0950508	0.225169	1.36777	0.227783	-2.5142	0.0381456	2.87636	2.05322	0.0	-0.213867	-0.0210579	-0.227783	1.28681	-1.47368	0.270768	-0.306865	1.47368	4.42572	3.33842	-0.2381	-2.87636	-2.86466	-0.00553782	-0.0365474	0.632481	0.260858	0.282589	-0.749235	-0.659419	-0.976497	0.227783	2.87636	-1.16286	-2.87623	-0.127005	-0.205885	2.38656	1.47579	3.26466	0.0	-0.00221795	3.00056	-0.405935	0.0	-3.01371	0.227783	0.497168	3.38374	-2.87636	-2.87636	0.258983	3.88917	0.232728	-1.83896	-0.889622	1.96775	-2.87636	-0.185191	-1.47368	-0.0378807	0.0	-1.50345	4.11713	0.360562	-0.954869	1.60678	-7.85587e-05	-2.32329	-2.43304	-0.00032438	-0.233436	3.02711	5.46549	1.49215e-07	0.227783	-0.250883	0.227783	-1.47368	3.54482	-0.0945269	1.47368	-2.13725	0.0	-0.405935	0.227783	-1.47368	-2.87636	4.12745	1.47368	-1.37515	0.227783	2.63502	-0.00902437	2.87636	1.03799	3.03989	-1.47368	-1.47368	1.36548	1.52955	2.66469	-1.89457	6.5037e-05	-0.027131	0.785959	-0.423773	0.426715	2.31437	0.0	5.8208	3.51501	0.819786	1.53745	-1.44158	2.69754	-1.47368	0.0	4.64657	2.87636	0.227783	0.9475	-0.000444196	-0.244898	-0.30995	0.220326	-0.781002	-1.27724	1.48388	-2.87636	2.99331	1.47368	0.0	0.227783	-2.87636	2.89298e-16	2.87636	-0.227783	1.95146	-2.78922	0.227783	-0.280391	5.18935e-05	-0.899836	-1.47365	-1.47398	-1.06396	-1.47368	1.47368	0.0918215	1.44243	-1.47368	0.227783	-0.226371	-2.87636	-2.87636	1.47368	0.227783	6.82917e-07	-2.87636	1.81468	-0.0838924	-0.227023	-2.87638	2.90967
TCGA-AA-3534	1.47368	0.227783	-0.227783	0.694459	0.76045	2.87636	-2.87636	0.227783	0.710638	0.0	-2.30532	-2.87636	1.5927	-2.87636	3.89652	0.00224207	-1.52451	-1.21729	2.87636	-0.203759	2.87636	-2.87636	0.817065	5.6318	-0.105023	4.45306	-1.2311	0.00370582	2.87636	0.22785	1.05489	2.97356	2.1091	-2.42263	-2.87636	5.87091	-1.47368	1.60547	2.11627	2.9742	-1.47368	-0.91737	-2.87636	2.79984	-0.668902	7.12718	0.310199	-0.674746	-0.0993005	-1.47368	-1.47445	-1.47368	3.19651	0.205353	0.225188	0.0	0.227783	-2.50351	0.623497	0.227783	2.1068	-2.46521	0.752411	0.0308251	-1.47368	1.16633	2.87636	0.548617	-1.42919	-2.87636	2.03983	-3.79582	2.30576	-2.87636	0.227967	-0.00555822	0.168347	0.694622	1.38862	-2.82033	0.0	-0.700025	-0.532106	-1.47368	0.227783	-1.7745	0.227784	-0.181134	0.168347	2.68612	-1.38972	3.85753	0.0	0.310481	2.40528	-0.381785	1.44161	-2.76651	0.227783	1.60997	1.52069	0.227783	-1.47368	1.59662	5.17601	-2.84728	-1.08929	-0.620879	1.74709	-2.87634	-0.185608	-2.87636	-0.0378821	0.132594	1.53984	5.28992	-2.44642	-1.00266	2.98044	0.00233879	4.82006	-0.377073	-0.00032575	-0.227795	-1.51795	5.13045	5.22053e-05	-1.47368	-1.47487	-1.47368	2.87636	3.53937	0.621373	-2.87636	-2.3981	-2.50599	1.63887	0.227783	-1.47368	-2.87636	4.36944	2.87636	-1.37541	-1.47368	2.77921	1.64692	2.87636	1.73801	2.75689	-1.47368	-1.47368	-0.578677	3.12284	2.09325	-1.89309	4.43767e-05	-0.127628	3.40192	-1.88842	-1.46876	1.85261	1.29107e-05	4.24239	7.28904	-0.240525	-1.35841	0.185955	-0.262922	-2.87636	6.41828	1.95012	2.87636	-1.47368	2.2245	-0.000420761	1.68027	0.293928	1.19165	1.85777	-1.27649	-2.8702	-0.227783	3.03485	0.227783	0.0	-1.47368	-2.87636	6.75029e-16	-0.227783	2.87636	-1.34179	-1.85091	-1.47368	-0.280142	0.00383193	-1.21941	-1.47368	1.47368	-1.01766	-2.87636	0.227783	-1.04087	1.19355	2.87636	0.227783	0.176669	-2.87636	-2.87636	1.47368	0.227783	-2.14053e-08	-1.47368	5.4945	2.93483	-0.226135	2.87636	1.42544
TCGA-AA-A02J	2.87354	0.0	-1.51486	2.40377	-1.25789	1.51486	1.51486	0.227783	2.74595	0.0	-2.2412	0.0	0.0	-1.51486	2.55955	0.00814277	-2.88264	-2.83387	0.0	-0.208966	0.227783	-1.51486	2.0223	0.62581	0.0	6.85169	0.0	-0.000384502	-1.51486	-1.47368	2.58157	3.9709	-0.0781366	-2.94112	-1.51486	2.85429	1.51486	0.151108	-0.171743	2.68383	-1.51486	-3.00623	-2.87636	2.84658	-2.00771	0.0	-0.308833	-2.1044	-0.047385	0.0	-1.45089	0.227783	-0.0507587	-1.70954	0.225186	2.77848	1.51486	-1.64953	-0.00371416	0.227783	-1.55084	0.620018	-0.235756	0.171236	-1.47368	-0.238629	0.227783	0.530053	0.0	-2.87636	3.42314	0.662352	0.0	-1.51486	0.227783	-0.00548669	-0.187528	1.18752	0.282237	-1.5155	-0.775758	-0.540491	-1.37947	0.0	0.227783	-1.41279	-1.47367	0.334407	-0.187528	0.127863	-2.87551	-1.2956	0.0	0.00118772	0.651444	-0.39879	0.0	-1.34271	1.51486	0.171817	0.0	-1.47368	0.0	1.77326	0.812522	1.51486	-1.74269	-1.49328	-0.155519	-1.51486	0.0	1.51486	-0.0378808	-3.47658	1.39469	1.65207	-1.32425	-1.3109	2.89556	-9.24327e-05	-1.50403	-2.20928	-0.00032397	-0.227677	0.227796	5.45857	-3.9764e-08	0.0	-1.45502	0.227783	1.51486	3.53937	-0.187769	-1.47368	-2.34057	-2.09609	-0.39879	-1.47368	-1.51486	-1.51486	3.85279	0.0	-1.17565	0.0	3.18026	1.7507	1.51486	1.53525	5.26838	1.51486	0.227783	1.61919	1.51751	2.29444	-1.78232	-1.50675e-07	-0.115476	-2.14733	-1.31704	0.227783	0.000879457	-1.19732e-05	4.37062	0.902231	1.05336	1.81698	-2.65905	-0.267924	0.0	0.0	1.81946	-1.47368	0.0	0.224353	0.00032667	1.8656	-0.439987	2.83096	-2.83932	-1.19707	-1.47162	-1.51486	5.30523	-1.47368	0.0	1.51486	0.0	2.89298e-16	0.0	-1.47368	-1.33925	-1.47291	1.51486	-0.244764	0.0	0.0	-1.47368	0.0	-0.686724	-1.51486	-1.47368	-0.39206	2.62281	1.51486	1.51486	-0.156728	-1.51486	-1.51486	-1.51486	-1.47368	-0.000292914	0.0	2.63461	-0.0902292	1.5149	-1.47368	2.87613
TCGA-AA-3842	1.47361	-1.47368	-2.87636	1.29277	-0.640934	2.87636	0.227783	2.87636	-1.64136	2.65727	-2.27197	-2.87636	0.426809	-2.87636	2.35953	0.0228358	-3.13571	0.480625	-1.47368	0.0	2.87636	-2.87636	2.19299	1.77172	2.68714	8.05378	0.0	0.000926065	-0.227783	0.229396	0.374098	5.34332	2.50854	-2.93612	-1.47361	2.59662	0.227783	0.184371	-1.11639	5.33446	0.227783	-2.99643	-1.51486	2.41912	-0.0677171	0.0	-2.12926	-1.71017	-0.124933	-2.87636	-1.49033	-1.47368	0.580711	-2.02308	0.217052	1.46363	-2.87636	-0.0940472	0.79051	-1.47377	-0.721408	0.0	-0.224134	0.0719576	2.87636	3.22197	-1.47368	0.468152	2.895	-0.227783	1.02147	-2.74451	-0.231107	-0.227783	-2.87401	-0.00552192	-0.0365473	0.445261	1.39982	0.439579	0.0	-0.272008	-1.34418	2.87636	0.227783	2.33817	-1.35673	2.18065	0.168347	0.0629991	1.47433	-0.385962	0.0	-0.00108578	5.27423	0.247877	6.04832	-1.34383	2.87636	2.35407	0.663581	1.47368	1.47361	1.50934	1.66163	0.789439	1.78047	0.685866	-0.409176	1.66584	-0.185556	-1.47368	-0.0377567	-1.62158	-0.321846	2.6931	-1.16476	-1.0241	-0.884269	-9.77585e-05	-2.01666	-1.00766	1.56937	1.26133	-2.87213	5.48425	0.0	-2.87636	1.92877	2.87636	0.227783	3.54482	0.247439	1.47368	0.0	-1.16275	-0.451422	0.227783	2.87636	-2.87636	3.10706	1.47368	-1.39603	2.87636	2.92075	-0.407905	2.87636	-0.0126774	3.03874	0.227783	0.227783	0.0	2.96508	2.30509	-1.89458	0.000303435	-0.0477085	-2.35405	-0.43335	0.227783	4.98215	0.000683033	5.90774	0.99412	-0.244819	-2.19024	0.0	0.27364	0.0	2.31662	3.37292	-1.47368	-0.227783	-0.079257	0.00149609	-0.245178	-0.365672	2.87625	-2.8312	-1.18011	-1.37805	-2.87636	0.0	0.211068	0.0	2.87636	-0.227783	-4.82164e-16	1.47368	-0.227703	0.812641	0.222509	2.87636	-0.0199523	1.35731	-2.04995	0.0	-0.235609	2.70708	0.0	0.227783	-0.149446	2.91723	2.87636	1.51486	4.1176	1.47368	-0.227783	2.87636	-1.47368	-0.00490482	1.41834	-0.148286	-0.644325	-0.227093	-2.87636	1.50297
TCGA-AA-A010	-1.47369	-1.47368	-1.51486	3.5558	0.2275	1.51486	1.51486	0.227783	2.65968	-0.381181	-2.22392	-1.47368	-1.51383	0.0	3.66124	0.247235	-1.47909	-1.64847	0.0	-0.208966	1.51486	-1.51486	1.66686	5.05307	0.0	4.94537	-2.41695	-0.00089225	-1.51486	0.227867	1.65756	3.97093	1.17901	-2.93614	-1.47368	0.666399	1.51486	0.126295	1.12552	3.97093	-1.47368	-3.00726	-2.87636	2.53371	0.41741	6.62154	0.0404627	-2.10512	-0.0470589	-1.47368	3.42316	0.227783	2.45361	0.276124	-0.141244	2.77538	1.51486	-1.50908	0.481249	0.227783	-1.50478	1.30397	1.36297	0.260291	-2.87636	-0.306089	1.51486	0.542798	1.44645	-2.87636	-3.03065	0.228406	-0.237314	-2.87636	-2.87514	-0.00514485	-0.0365474	4.18136	2.43361	0.0	0.862444	-0.691248	-0.913989	0.227783	0.227783	-1.31797	0.0	1.31775	0.0	0.885116	-2.83908	1.66303	0.0	-0.00219513	0.802253	-0.451327	-2.073	-1.38983	0.227783	1.15362	-1.27905	-1.47368	0.0	1.34285	4.25175	0.227787	0.0	1.34576	0.143054	0.0	-0.187407	1.51486	-0.0378735	-0.157923	1.43476	3.97646	-1.32786	-1.02579	2.05616	-9.92282e-05	-0.997191	-1.15551	-0.000320907	-0.227836	0.227794	5.48605	7.43361e-09	2.87636	-2.86459	-1.47368	0.227783	0.890798	0.1875	-1.47368	-1.88704	-1.85458	-0.392657	0.227783	-1.47368	-1.51486	4.21045	2.87636	-0.920991	0.0	3.5635	1.18267	0.227783	1.26362	3.03459	1.51486	0.227783	0.0	-1.5087	2.24041	-0.786971	1.71938e-05	-0.0787726	3.40732	2.99587	0.227789	0.253897	8.38153e-05	4.37264	3.97667	1.21637	3.60386	0.0	-0.160861	-1.51486	0.0	4.525	1.51486	1.51486	-0.00126334	0.0308196	3.11546	-0.309753	0.0	-0.931723	-1.26796	-1.47543	-2.87636	3.03483	-2.87542	0.0	0.227783	0.0	2.89298e-16	1.47368	-1.47368	-1.85026	2.49174	0.227783	-0.261731	7.2149e-07	0.0	-1.47366	-1.51499	-1.79571	-1.51486	-2.87636	-2.64669	2.14791	1.51486	0.0	-0.233074	-2.87636	-2.87636	0.0	0.0	-5.45108e-08	0.0	5.5053	-2.30772	-1.51481	-2.87636	-1.481
TCGA-AA-3696	2.87481	2.87636	-1.47368	2.26377	-2.1607	0.227783	0.227783	0.227783	-1.59308	0.0	-2.33701	-1.47368	-2.67621	-2.87636	2.40507	0.0531849	-2.87087	-2.87278	2.87636	-0.198052	-2.87636	-2.87636	1.4006	3.82634	2.69155	6.25676	-2.42444	-0.000434696	-0.227783	-1.47368	0.518701	3.98092	0.800875	-2.93662	1.47368	4.74415	-2.87636	0.139517	0.0	4.00109	-0.227783	-3.00702	-2.87636	2.90853	-1.83684	6.08642	0.358879	-1.93788	-0.0502905	0.227783	-1.48291	-1.47368	0.42815	0.486991	0.225186	0.0	2.87636	-2.51421	-0.0669556	0.227783	2.03409	-0.179849	-0.22519	-0.0206401	0.227783	0.344724	2.87636	1.08516	0.227821	-2.87636	0.0	-2.33906	-0.238298	-2.87636	-1.46684	-0.00553068	-0.205885	0.583716	3.35679	-1.47831	-1.32566	-0.658213	-1.38854	-1.47368	0.227783	0.27415	-1.47368	2.52354	-0.205885	2.70943	-1.472	3.05585	-1.07361	0.006222	0.0	-0.366588	2.7422	-1.34406	0.227783	2.35466	-2.64361	0.227783	0.227784	0.187235	2.718	-1.47366	-1.83961	-2.64036	0.184844	-2.87636	-0.205722	2.87636	-0.0378807	-1.61368	-1.94745	4.83611	-2.28741	-1.11612	-1.3658	-0.00010069	-1.4757	-2.70724	0.00240948	0.406787	-1.45898	4.77131	-4.46695e-07	-1.47368	-1.45444	-1.47368	0.227783	3.54417	0.0205497	-2.87636	-2.39221	-0.936143	-0.366588	0.227783	-2.87636	-0.227783	4.56933	-2.87636	-1.37533	-1.47368	1.39185	-0.0207555	0.227783	1.01979	3.03984	0.227783	-1.47368	0.0	-0.347116	2.08668	-1.89454	9.88121e-05	-0.0376003	1.3777	-1.32391	0.227783	0.00125751	8.33895e-05	3.18312	3.10059	-0.245212	-3.57238	1.4867	-0.262927	-2.87636	0.0	2.65579	2.87636	0.227783	0.310957	-0.000450936	0.0	-0.310725	1.9514	-1.04954	-1.28655	-2.63693	-2.87636	2.99418	-1.47368	0.0	0.227783	-2.87636	3.85731e-16	-1.47368	-1.47368	0.711081	-1.43208	0.227783	-0.280155	0.0284121	-0.469029	-1.47367	-2.9823	-1.70734	-2.87636	-1.47368	0.883648	1.02279	-1.47368	-1.47368	0.0	-2.87636	-2.87636	-2.87636	-1.47368	9.65485e-07	-2.87636	5.41994	-0.486419	-0.227653	-2.87636	2.67445
TCGA-AA-3972	2.8692	1.47368	-2.87636	1.61934	1.87448	0.227783	-1.47368	2.87636	-1.72953	0.0	-2.32837	-2.87636	-0.323751	-0.227783	1.21276	0.65042	-2.87684	-1.51349	1.47368	0.0	-1.51486	-0.227783	-0.267801	0.39552	2.68755	6.90256	1.63969	-0.000419166	-2.87636	-1.47368	3.18746	2.32391	-1.65814	-2.93617	-0.227783	2.82843	2.87636	0.404282	0.0	5.3324	1.47368	-1.1697	-2.87637	2.87518	2.77689	0.0	-1.10436	-0.352502	-0.0762399	2.87636	-1.49943	-2.87636	0.359695	0.0882654	0.22518	0.0	1.47368	-2.51244	0.0023914	2.87636	-1.47098	0.0	0.760773	-0.190667	1.47368	-0.121613	2.87636	0.0	0.22818	-0.227783	-5.14264	-3.14117	-0.23561	-2.87636	-2.87624	0.0208344	-0.205885	4.18393	1.53421	1.31975	0.0	0.123132	0.132803	-1.47368	2.87636	1.3532	-0.187539	5.50639	0.176066	0.715949	0.697614	-1.05313	0.0	0.00414635	-0.263915	-0.0621862	13.7474	-2.74556	2.87636	4.76775	-2.76089	-0.227783	-1.47368	2.24084	0.0	0.227783	0.812944	-0.662607	0.0	1.49413	0.217851	1.47368	-0.0376121	-3.41273	-0.320046	4.58849	-1.30082	-1.07363	-1.87546	0.0	-0.764903	-4.00348	3.21844	-1.40598	1.48384	5.48258	3.74063e-06	0.227783	1.94476	-1.47368	0.227783	3.54482	-0.190039	-0.227783	-2.39533	0.0	-0.451475	0.227783	-2.87636	-0.227783	3.47387	-2.87636	-1.08335	0.227783	2.87277	0.81274	0.227783	0.610235	5.41199	2.87636	-2.87636	1.61967	0.22846	2.06272	-1.54051	-0.000203496	0.0466337	-2.18977	-0.0749902	-1.47368	0.0417498	0.0126986	5.56753	1.18896	0.614488	1.33828	-3.44813	-0.268847	-2.87636	5.4119	5.17612	2.87636	2.87636	0.236287	-0.000451489	0.877803	-0.227688	-0.227789	2.01574	-1.27969	-1.73742	-2.87636	5.40563	1.47368	9.64327e-17	2.87636	-2.87636	2.89298e-16	-1.47368	-1.47368	-1.85026	-1.86076	2.87636	-0.110339	1.97756	0.391902	-2.87854	-1.76678	-1.05475	-0.227783	1.47368	1.69315	1.28734	-0.227783	0.227783	9.53982	-0.227783	-1.47368	-1.47368	-1.47368	5.3773e-06	-2.87637	-0.155956	-0.086981	0.227817	-0.227783	-4.88398
TCGA-AA-3989	1.47368	-1.47368	-0.227783	-0.147936	3.32776	2.87636	-1.47368	2.87636	-1.92878	2.67217	-2.32242	-1.47368	1.875	-2.87636	2.3057	2.33237	-1.52737	2.06072	1.47368	4.66876	1.47368	-2.87636	-0.149148	2.82268	2.68356	5.302	-1.2293	-0.000789985	1.47368	0.228696	2.72948	5.2548	2.6121	-2.72771	-2.87636	5.63867	-1.47368	1.43122	2.69443	5.34331	-2.87636	-2.29041	-2.87636	3.46731	2.27609	5.51899	-0.493462	-2.10606	-0.143585	0.227783	-0.950103	-1.47368	-0.291397	-1.45724	0.211699	2.78334	0.227783	-0.0724637	1.13763	2.87636	0.0	-1.69113	5.12941	0.637683	1.47368	2.56614	2.87636	0.0	2.71956	-0.227783	1.68563	-1.00234	0.0	-2.87636	1.47375	0.0420813	-0.0365474	3.08311	2.28174	-1.6347	4.56036	-0.692291	1.95203	2.87636	2.87636	0.0	2.8768	1.12726	0.168347	1.61004	1.455	4.37079	0.0	0.0135312	2.45596	0.678156	8.28947	-1.40644	2.87636	1.235	1.04828	1.47368	-1.47354	1.78387	0.353381	-2.24998	1.79213	-0.615317	2.20956	-2.86812	-0.189912	-1.47368	-0.036367	0.857386	0.645766	4.8379	0.363167	0.599439	-1.70548	-0.00161954	3.65938	-1.1769	2.0688	-1.52863	4.03369	4.63824	0.0	2.87636	1.81504	1.47368	2.87636	3.55024	1.37534	1.47368	-2.37458	-0.594969	0.966207	0.227783	1.47368	-2.87636	4.69602	-0.227783	-1.3963	1.51486	1.88488	0.737168	2.87636	1.91025	2.75803	0.227783	-1.47368	1.27964	2.87992	3.32503	-1.89196	0.0313964	0.990846	3.78727	-2.83926	0.697709	2.50981	0.180328	5.02079	1.18912	3.32829	0.0	-3.2848	2.30528	0.0	6.34979	5.42637	-1.47368	-1.47368	1.26123	0.00374293	0.0	2.73357	-2.92918	1.89241	-1.21993	1.52305	-0.227783	1.96846	1.47368	0.0	2.87636	-1.51486	1.92865e-16	1.47368	1.47368	1.78525	-1.87085	2.87636	-0.279632	1.11302	-1.33834	-1.4745	-1.52171	2.37009	-1.47368	2.87636	2.27284	0.43678	2.87636	1.51486	3.80219	-0.227783	1.47368	1.47368	-2.87636	9.80488e-05	0.0	2.93362	-2.42887	-0.227728	1.47366	2.84853
TCGA-AA-3821	-1.51486	0.0	-1.51486	3.21709	-1.45594	1.51486	1.51486	1.51486	-1.59505	0.0	0.0	-1.51486	-0.565561	1.47368	3.30986	0.55888	-1.54848	-1.02843	2.87636	0.0	1.51486	-1.51486	2.36253	0.0	1.2892	4.3113	-2.93571	8.90403e-05	-1.51486	0.227842	3.40711	4.809	0.747392	-2.12859	0.0	3.22103	1.51486	0.216008	-0.18948	5.05555	0.0	-3.00313	-1.47368	2.87777	0.305813	7.67988	0.322209	-0.684641	-0.455765	2.87636	-0.216729	0.0	0.0	-1.25906	-0.136729	2.75096	1.51486	-2.50258	0.0180886	1.51486	-1.44744	-2.93003	1.36288	0.0	0.0	0.56719	1.51486	1.7768	0.0	-1.51486	0.0	0.0	-0.237323	-1.47368	0.228149	-0.0053886	0.0	2.23794	0.0	0.0	2.41963	-0.580454	-1.292	1.51486	1.51486	4.79403	0.0	3.64608	0.0	2.5105	-1.38541	0.562826	0.0	0.00443479	0.371558	0.0	13.6431	-1.55862	0.227783	3.77827	-2.50369	0.0	0.0	2.31406	2.75992	0.0	0.0	1.84124	1.16076	0.0	0.0	0.0	-0.0378799	-1.15689	2.3886	5.2631	1.98074	-1.29594	1.58266	-0.0178647	-1.68052	-3.40759	0.0198521	0.0	1.57019	5.45296	-0.000230943	0.0	-1.87286	0.0	1.51486	0.976361	0.0	-1.47368	-2.34853	-0.612316	-0.326675	1.51486	0.0	-1.51486	3.98331	0.0	-0.520156	1.51486	4.91057	2.71689	0.227783	2.37406	4.09256	1.51486	0.227783	1.6197	0.0	2.01656	-1.6028	0.00105981	-0.0184591	2.24846	-0.704405	1.51486	0.0182977	0.0650008	4.30807	1.53537	0.0	0.0	0.694427	-0.160849	0.0	-0.565831	4.1818	1.51486	0.0	0.156586	0.00089398	0.0	-0.308839	0.0	-1.43797	0.57763	0.0	-1.51486	4.65015	-1.43763	0.0	0.227783	-1.51486	5.78596e-16	0.0	-1.47368	-1.83638	0.0	1.51486	-0.244831	0.319009	0.0	0.0	-1.58337	-0.804037	0.0	1.51486	-2.63841	3.44534	1.51486	0.0	7.83729	-1.51486	0.0	1.51486	1.51486	4.14499e-06	-1.51486	1.18592	-2.45874	-1.51479	-1.51486	0.0
